UserID,LoginTime,LogoutTime,IP_Address,DeviceType,Location,FailedLoginAttempts,SessionDuration,ResourceAccessed,CLASS_LABEL
1090,2025-01-02 06:00:00,2025-01-02 07:00:00,192.168.1.1,Tablet,USA,3,18,Admin,0
1058,2025-01-02 07:00:00,2025-01-02 08:00:00,172.16.0.1,Mobile,USA,0,79,Settings,0
1041,2025-01-02 08:00:00,2025-01-02 09:00:00,172.16.0.1,Desktop,USA,3,36,Dashboard,0
1091,2025-01-02 09:00:00,2025-01-02 10:00:00,172.16.0.1,Desktop,Germany,4,15,Settings,0
1059,2025-01-02 10:00:00,2025-01-02 11:00:00,172.16.0.1,Tablet,Germany,3,65,Admin,0
1079,2025-01-02 11:00:00,2025-01-02 12:00:00,192.168.1.1,Desktop,Germany,2,22,Settings,0
1014,2025-01-02 12:00:00,2025-01-02 13:00:00,172.16.0.1,Tablet,USA,2,31,Dashboard,0
1061,2025-01-02 13:00:00,2025-01-02 14:00:00,10.0.0.1,Tablet,USA,4,59,Files,0
1061,2025-01-02 14:00:00,2025-01-02 15:00:00,10.0.0.1,Mobile,USA,0,58,Files,0
1046,2025-01-02 15:00:00,2025-01-02 16:00:00,172.16.0.1,Mobile,Germany,0,86,Settings,0
1061,2025-01-02 16:00:00,2025-01-02 17:00:00,172.16.0.1,Mobile,USA,1,91,Dashboard,0
1050,2025-01-02 17:00:00,2025-01-02 18:00:00,10.0.0.1,Tablet,India,4,79,Files,0
1054,2025-01-02 18:00:00,2025-01-02 19:00:00,10.0.0.1,Mobile,India,3,25,Settings,0
1063,2025-01-02 19:00:00,2025-01-02 20:00:00,192.168.1.1,Desktop,USA,4,48,Settings,0
1002,2025-01-02 20:00:00,2025-01-02 21:00:00,10.0.0.1,Desktop,India,1,9,Dashboard,0
1050,2025-01-02 21:00:00,2025-01-02 22:00:00,10.0.0.1,Tablet,India,4,91,Admin,0
1006,2025-01-02 22:00:00,2025-01-02 23:00:00,172.16.0.1,Tablet,Germany,4,45,Settings,0
1020,2025-01-02 23:00:00,2025-01-03 00:00:00,10.0.0.1,Mobile,USA,1,63,Admin,0
1072,2025-01-03 00:00:00,2025-01-03 01:00:00,192.168.1.1,Tablet,USA,0,93,Admin,0
1038,2025-01-03 01:00:00,2025-01-03 02:00:00,10.0.0.1,Tablet,Germany,3,109,Files,0
1017,2025-01-03 02:00:00,2025-01-03 03:00:00,172.16.0.1,Desktop,India,1,58,Admin,0
1003,2025-01-03 03:00:00,2025-01-03 04:00:00,172.16.0.1,Desktop,India,2,78,Dashboard,0
1088,2025-01-03 04:00:00,2025-01-03 05:00:00,10.0.0.1,Mobile,USA,0,26,Files,0
1059,2025-01-03 05:00:00,2025-01-03 06:00:00,172.16.0.1,Tablet,India,2,87,Files,0
1013,2025-01-03 06:00:00,2025-01-03 07:00:00,192.168.1.1,Tablet,Germany,0,69,Files,0
1008,2025-01-03 07:00:00,2025-01-03 08:00:00,192.168.1.1,Desktop,Germany,3,68,Settings,0
1089,2025-01-03 08:00:00,2025-01-03 09:00:00,10.0.0.1,Tablet,USA,3,75,Settings,0
1052,2025-01-03 09:00:00,2025-01-03 10:00:00,10.0.0.1,Desktop,Germany,4,8,Admin,0
1001,2025-01-03 10:00:00,2025-01-03 11:00:00,10.0.0.1,Mobile,Germany,2,69,Files,0
1083,2025-01-03 11:00:00,2025-01-03 12:00:00,172.16.0.1,Desktop,USA,0,19,Files,0
1091,2025-01-03 12:00:00,2025-01-03 13:00:00,192.168.1.1,Tablet,Germany,3,108,Dashboard,0
1059,2025-01-03 13:00:00,2025-01-03 14:00:00,192.168.1.1,Mobile,Germany,1,80,Admin,0
1070,2025-01-03 14:00:00,2025-01-03 15:00:00,172.16.0.1,Desktop,Germany,3,26,Dashboard,0
1043,2025-01-03 15:00:00,2025-01-03 16:00:00,192.168.1.1,Desktop,India,1,90,Admin,0
1007,2025-01-03 16:00:00,2025-01-03 17:00:00,10.0.0.1,Mobile,USA,0,118,Admin,0
1046,2025-01-03 17:00:00,2025-01-03 18:00:00,10.0.0.1,Mobile,USA,3,51,Settings,0
1034,2025-01-03 18:00:00,2025-01-03 19:00:00,10.0.0.1,Desktop,USA,3,85,Settings,1
1077,2025-01-03 19:00:00,2025-01-03 20:00:00,192.168.1.1,Tablet,India,0,97,Dashboard,0
1080,2025-01-03 20:00:00,2025-01-03 21:00:00,10.0.0.1,Desktop,India,3,50,Admin,0
1035,2025-01-03 21:00:00,2025-01-03 22:00:00,172.16.0.1,Mobile,USA,1,18,Files,0
1049,2025-01-03 22:00:00,2025-01-03 23:00:00,172.16.0.1,Desktop,India,3,54,Settings,0
1003,2025-01-03 23:00:00,2025-01-04 00:00:00,192.168.1.1,Mobile,USA,2,24,Files,0
1001,2025-01-04 00:00:00,2025-01-04 01:00:00,172.16.0.1,Mobile,India,4,54,Dashboard,0
1005,2025-01-04 01:00:00,2025-01-04 02:00:00,172.16.0.1,Tablet,Germany,1,116,Settings,0
1053,2025-01-04 02:00:00,2025-01-04 03:00:00,192.168.1.1,Mobile,Germany,2,37,Settings,0
1003,2025-01-04 03:00:00,2025-01-04 04:00:00,10.0.0.1,Mobile,USA,0,63,Admin,0
1053,2025-01-04 04:00:00,2025-01-04 05:00:00,10.0.0.1,Tablet,India,1,47,Dashboard,0
1092,2025-01-04 05:00:00,2025-01-04 06:00:00,10.0.0.1,Mobile,India,4,83,Admin,0
1062,2025-01-04 06:00:00,2025-01-04 07:00:00,192.168.1.1,Tablet,Germany,4,16,Settings,0
1017,2025-01-04 07:00:00,2025-01-04 08:00:00,172.16.0.1,Tablet,Germany,0,44,Dashboard,0
1089,2025-01-04 08:00:00,2025-01-04 09:00:00,10.0.0.1,Mobile,India,0,24,Settings,0
1043,2025-01-04 09:00:00,2025-01-04 10:00:00,10.0.0.1,Mobile,India,1,98,Dashboard,0
1033,2025-01-04 10:00:00,2025-01-04 11:00:00,192.168.1.1,Desktop,India,3,42,Settings,0
1073,2025-01-04 11:00:00,2025-01-04 12:00:00,10.0.0.1,Tablet,India,0,7,Files,0
1061,2025-01-04 12:00:00,2025-01-04 13:00:00,192.168.1.1,Desktop,India,3,32,Files,0
1099,2025-01-04 13:00:00,2025-01-04 14:00:00,172.16.0.1,Mobile,India,2,60,Admin,1
1013,2025-01-04 14:00:00,2025-01-04 15:00:00,192.168.1.1,Desktop,USA,4,94,Files,0
1094,2025-01-04 15:00:00,2025-01-04 16:00:00,192.168.1.1,Tablet,India,3,98,Settings,0
1047,2025-01-04 16:00:00,2025-01-04 17:00:00,192.168.1.1,Desktop,Germany,4,17,Settings,0
1014,2025-01-04 17:00:00,2025-01-04 18:00:00,192.168.1.1,Tablet,USA,3,81,Files,0
1071,2025-01-04 18:00:00,2025-01-04 19:00:00,172.16.0.1,Mobile,India,2,70,Admin,0
1077,2025-01-04 19:00:00,2025-01-04 20:00:00,172.16.0.1,Mobile,Germany,0,41,Files,0
1086,2025-01-04 20:00:00,2025-01-04 21:00:00,10.0.0.1,Tablet,USA,2,53,Dashboard,1
1061,2025-01-04 21:00:00,2025-01-04 22:00:00,172.16.0.1,Mobile,Germany,0,106,Dashboard,0
1039,2025-01-04 22:00:00,2025-01-04 23:00:00,172.16.0.1,Mobile,India,0,70,Dashboard,0
1084,2025-01-04 23:00:00,2025-01-05 00:00:00,10.0.0.1,Mobile,India,4,40,Files,0
1079,2025-01-05 00:00:00,2025-01-05 01:00:00,172.16.0.1,Mobile,India,2,58,Files,0
1081,2025-01-05 01:00:00,2025-01-05 02:00:00,192.168.1.1,Tablet,India,3,30,Files,0
1052,2025-01-05 02:00:00,2025-01-05 03:00:00,192.168.1.1,Desktop,USA,2,79,Dashboard,0
1023,2025-01-05 03:00:00,2025-01-05 04:00:00,10.0.0.1,Desktop,USA,4,76,Admin,0
1025,2025-01-05 04:00:00,2025-01-05 05:00:00,10.0.0.1,Mobile,Germany,0,112,Settings,0
1088,2025-01-05 05:00:00,2025-01-05 06:00:00,10.0.0.1,Desktop,India,4,44,Files,0
1059,2025-01-05 06:00:00,2025-01-05 07:00:00,192.168.1.1,Desktop,Germany,1,47,Admin,0
1040,2025-01-05 07:00:00,2025-01-05 08:00:00,172.16.0.1,Mobile,USA,1,26,Settings,0
1028,2025-01-05 08:00:00,2025-01-05 09:00:00,192.168.1.1,Mobile,India,3,24,Settings,0
1014,2025-01-05 09:00:00,2025-01-05 10:00:00,10.0.0.1,Desktop,India,4,12,Settings,0
1044,2025-01-05 10:00:00,2025-01-05 11:00:00,172.16.0.1,Tablet,USA,3,33,Admin,0
1064,2025-01-05 11:00:00,2025-01-05 12:00:00,172.16.0.1,Mobile,USA,3,44,Admin,0
1088,2025-01-05 12:00:00,2025-01-05 13:00:00,192.168.1.1,Tablet,USA,1,94,Dashboard,0
1070,2025-01-05 13:00:00,2025-01-05 14:00:00,10.0.0.1,Desktop,USA,3,34,Admin,0
1008,2025-01-05 14:00:00,2025-01-05 15:00:00,192.168.1.1,Mobile,USA,1,85,Admin,0
1087,2025-01-05 15:00:00,2025-01-05 16:00:00,172.16.0.1,Tablet,India,0,88,Admin,0
1000,2025-01-05 16:00:00,2025-01-05 17:00:00,192.168.1.1,Mobile,USA,4,59,Settings,0
1007,2025-01-05 17:00:00,2025-01-05 18:00:00,192.168.1.1,Desktop,India,3,20,Files,0
1087,2025-01-05 18:00:00,2025-01-05 19:00:00,10.0.0.1,Tablet,India,1,50,Dashboard,0
1062,2025-01-05 19:00:00,2025-01-05 20:00:00,10.0.0.1,Desktop,USA,2,66,Files,1
1010,2025-01-05 20:00:00,2025-01-05 21:00:00,172.16.0.1,Desktop,USA,3,111,Files,0
1080,2025-01-05 21:00:00,2025-01-05 22:00:00,192.168.1.1,Mobile,India,0,11,Admin,0
1007,2025-01-05 22:00:00,2025-01-05 23:00:00,192.168.1.1,Tablet,USA,0,84,Dashboard,0
1034,2025-01-05 23:00:00,2025-01-06 00:00:00,192.168.1.1,Desktop,USA,2,49,Files,0
1034,2025-01-06 00:00:00,2025-01-06 01:00:00,172.16.0.1,Desktop,USA,1,63,Files,0
1032,2025-01-06 01:00:00,2025-01-06 02:00:00,172.16.0.1,Tablet,Germany,3,115,Dashboard,0
1004,2025-01-06 02:00:00,2025-01-06 03:00:00,10.0.0.1,Desktop,India,1,60,Admin,0
1040,2025-01-06 03:00:00,2025-01-06 04:00:00,10.0.0.1,Desktop,Germany,0,52,Files,0
1027,2025-01-06 04:00:00,2025-01-06 05:00:00,10.0.0.1,Tablet,USA,1,31,Settings,0
1006,2025-01-06 05:00:00,2025-01-06 06:00:00,192.168.1.1,Tablet,Germany,0,57,Files,0
1072,2025-01-06 06:00:00,2025-01-06 07:00:00,192.168.1.1,Tablet,USA,1,91,Settings,0
1071,2025-01-06 07:00:00,2025-01-06 08:00:00,10.0.0.1,Tablet,Germany,2,92,Admin,0
1011,2025-01-06 08:00:00,2025-01-06 09:00:00,192.168.1.1,Mobile,USA,4,77,Files,0
1033,2025-01-06 09:00:00,2025-01-06 10:00:00,10.0.0.1,Tablet,Germany,2,39,Dashboard,0
1032,2025-01-06 10:00:00,2025-01-06 11:00:00,172.16.0.1,Mobile,Germany,2,55,Dashboard,0
1047,2025-01-06 11:00:00,2025-01-06 12:00:00,10.0.0.1,Mobile,Germany,4,88,Files,0
1022,2025-01-06 12:00:00,2025-01-06 13:00:00,172.16.0.1,Mobile,India,4,41,Admin,0
1061,2025-01-06 13:00:00,2025-01-06 14:00:00,192.168.1.1,Desktop,Germany,3,110,Admin,0
1087,2025-01-06 14:00:00,2025-01-06 15:00:00,10.0.0.1,Mobile,India,3,85,Dashboard,0
1036,2025-01-06 15:00:00,2025-01-06 16:00:00,192.168.1.1,Mobile,USA,2,115,Files,0
1098,2025-01-06 16:00:00,2025-01-06 17:00:00,172.16.0.1,Desktop,Germany,2,99,Admin,0
1043,2025-01-06 17:00:00,2025-01-06 18:00:00,172.16.0.1,Desktop,USA,0,61,Dashboard,0
1085,2025-01-06 18:00:00,2025-01-06 19:00:00,172.16.0.1,Desktop,USA,0,12,Settings,0
1090,2025-01-06 19:00:00,2025-01-06 20:00:00,192.168.1.1,Tablet,Germany,3,83,Files,0
1034,2025-01-06 20:00:00,2025-01-06 21:00:00,192.168.1.1,Desktop,India,3,99,Settings,0
1064,2025-01-06 21:00:00,2025-01-06 22:00:00,192.168.1.1,Desktop,Germany,0,98,Settings,0
1098,2025-01-06 22:00:00,2025-01-06 23:00:00,192.168.1.1,Mobile,USA,0,114,Admin,1
1046,2025-01-06 23:00:00,2025-01-07 00:00:00,172.16.0.1,Desktop,USA,1,24,Admin,0
1077,2025-01-07 00:00:00,2025-01-07 01:00:00,172.16.0.1,Tablet,Germany,1,107,Admin,0
1002,2025-01-07 01:00:00,2025-01-07 02:00:00,10.0.0.1,Desktop,India,0,57,Files,0
1000,2025-01-07 02:00:00,2025-01-07 03:00:00,10.0.0.1,Tablet,India,1,16,Settings,0
1004,2025-01-07 03:00:00,2025-01-07 04:00:00,192.168.1.1,Desktop,USA,4,53,Files,0
1089,2025-01-07 04:00:00,2025-01-07 05:00:00,172.16.0.1,Desktop,USA,3,21,Admin,0
1013,2025-01-07 05:00:00,2025-01-07 06:00:00,172.16.0.1,Desktop,India,3,68,Settings,0
1026,2025-01-07 06:00:00,2025-01-07 07:00:00,172.16.0.1,Desktop,Germany,0,46,Files,0
1008,2025-01-07 07:00:00,2025-01-07 08:00:00,10.0.0.1,Tablet,USA,2,98,Files,0
1078,2025-01-07 08:00:00,2025-01-07 09:00:00,10.0.0.1,Tablet,India,0,33,Dashboard,0
1014,2025-01-07 09:00:00,2025-01-07 10:00:00,172.16.0.1,Mobile,USA,1,23,Files,0
1089,2025-01-07 10:00:00,2025-01-07 11:00:00,172.16.0.1,Tablet,Germany,2,114,Admin,0
1041,2025-01-07 11:00:00,2025-01-07 12:00:00,172.16.0.1,Desktop,India,1,15,Files,0
1076,2025-01-07 12:00:00,2025-01-07 13:00:00,10.0.0.1,Mobile,USA,4,102,Settings,0
1050,2025-01-07 13:00:00,2025-01-07 14:00:00,172.16.0.1,Mobile,Germany,1,54,Files,0
1062,2025-01-07 14:00:00,2025-01-07 15:00:00,172.16.0.1,Mobile,USA,4,75,Dashboard,0
1095,2025-01-07 15:00:00,2025-01-07 16:00:00,192.168.1.1,Desktop,Germany,4,112,Settings,0
1051,2025-01-07 16:00:00,2025-01-07 17:00:00,192.168.1.1,Tablet,Germany,1,62,Settings,0
1095,2025-01-07 17:00:00,2025-01-07 18:00:00,10.0.0.1,Desktop,India,1,38,Dashboard,0
1003,2025-01-07 18:00:00,2025-01-07 19:00:00,172.16.0.1,Mobile,Germany,4,24,Admin,0
1093,2025-01-07 19:00:00,2025-01-07 20:00:00,172.16.0.1,Desktop,USA,2,54,Settings,0
1022,2025-01-07 20:00:00,2025-01-07 21:00:00,192.168.1.1,Desktop,Germany,4,106,Admin,0
1014,2025-01-07 21:00:00,2025-01-07 22:00:00,10.0.0.1,Tablet,Germany,3,92,Settings,0
1042,2025-01-07 22:00:00,2025-01-07 23:00:00,192.168.1.1,Tablet,India,4,14,Settings,0
1028,2025-01-07 23:00:00,2025-01-08 00:00:00,192.168.1.1,Mobile,Germany,2,36,Admin,0
1035,2025-01-08 00:00:00,2025-01-08 01:00:00,192.168.1.1,Desktop,Germany,3,56,Settings,0
1012,2025-01-08 01:00:00,2025-01-08 02:00:00,192.168.1.1,Desktop,USA,0,19,Admin,0
1031,2025-01-08 02:00:00,2025-01-08 03:00:00,172.16.0.1,Tablet,India,0,105,Dashboard,0
1070,2025-01-08 03:00:00,2025-01-08 04:00:00,172.16.0.1,Desktop,India,2,88,Admin,0
1058,2025-01-08 04:00:00,2025-01-08 05:00:00,192.168.1.1,Desktop,India,4,7,Dashboard,0
1085,2025-01-08 05:00:00,2025-01-08 06:00:00,10.0.0.1,Desktop,Germany,1,41,Settings,0
1027,2025-01-08 06:00:00,2025-01-08 07:00:00,10.0.0.1,Tablet,India,2,44,Admin,0
1065,2025-01-08 07:00:00,2025-01-08 08:00:00,10.0.0.1,Mobile,Germany,3,76,Settings,0
1041,2025-01-08 08:00:00,2025-01-08 09:00:00,10.0.0.1,Mobile,Germany,3,44,Admin,0
1044,2025-01-08 09:00:00,2025-01-08 10:00:00,192.168.1.1,Desktop,USA,0,112,Dashboard,0
1061,2025-01-08 10:00:00,2025-01-08 11:00:00,172.16.0.1,Mobile,USA,3,60,Dashboard,0
1056,2025-01-08 11:00:00,2025-01-08 12:00:00,10.0.0.1,Tablet,USA,2,27,Admin,0
1005,2025-01-08 12:00:00,2025-01-08 13:00:00,192.168.1.1,Tablet,USA,3,108,Dashboard,0
1027,2025-01-08 13:00:00,2025-01-08 14:00:00,10.0.0.1,Mobile,USA,2,15,Settings,0
1027,2025-01-08 14:00:00,2025-01-08 15:00:00,10.0.0.1,Mobile,Germany,1,114,Settings,0
1043,2025-01-08 15:00:00,2025-01-08 16:00:00,192.168.1.1,Desktop,Germany,0,68,Files,0
1083,2025-01-08 16:00:00,2025-01-08 17:00:00,172.16.0.1,Mobile,India,3,12,Dashboard,1
1029,2025-01-08 17:00:00,2025-01-08 18:00:00,172.16.0.1,Desktop,Germany,2,97,Settings,0
1061,2025-01-08 18:00:00,2025-01-08 19:00:00,192.168.1.1,Desktop,Germany,4,98,Admin,0
1074,2025-01-08 19:00:00,2025-01-08 20:00:00,172.16.0.1,Tablet,USA,0,60,Dashboard,0
1091,2025-01-08 20:00:00,2025-01-08 21:00:00,192.168.1.1,Tablet,Germany,1,64,Settings,0
1088,2025-01-08 21:00:00,2025-01-08 22:00:00,192.168.1.1,Tablet,USA,2,14,Dashboard,0
1061,2025-01-08 22:00:00,2025-01-08 23:00:00,192.168.1.1,Tablet,India,1,43,Admin,0
1096,2025-01-08 23:00:00,2025-01-09 00:00:00,172.16.0.1,Mobile,India,1,32,Settings,0
1000,2025-01-09 00:00:00,2025-01-09 01:00:00,192.168.1.1,Tablet,Germany,3,53,Files,0
1026,2025-01-09 01:00:00,2025-01-09 02:00:00,10.0.0.1,Mobile,India,3,40,Files,0
1061,2025-01-09 02:00:00,2025-01-09 03:00:00,172.16.0.1,Tablet,Germany,2,17,Dashboard,0
1076,2025-01-09 03:00:00,2025-01-09 04:00:00,172.16.0.1,Mobile,India,4,100,Admin,0
1002,2025-01-09 04:00:00,2025-01-09 05:00:00,172.16.0.1,Desktop,USA,2,40,Settings,1
1069,2025-01-09 05:00:00,2025-01-09 06:00:00,172.16.0.1,Mobile,USA,4,105,Admin,0
1071,2025-01-09 06:00:00,2025-01-09 07:00:00,10.0.0.1,Mobile,USA,1,30,Settings,0
1026,2025-01-09 07:00:00,2025-01-09 08:00:00,172.16.0.1,Tablet,USA,0,90,Dashboard,0
1008,2025-01-09 08:00:00,2025-01-09 09:00:00,172.16.0.1,Mobile,Germany,2,8,Settings,0
1061,2025-01-09 09:00:00,2025-01-09 10:00:00,192.168.1.1,Desktop,India,2,99,Admin,0
1036,2025-01-09 10:00:00,2025-01-09 11:00:00,172.16.0.1,Desktop,Germany,4,86,Admin,0
1096,2025-01-09 11:00:00,2025-01-09 12:00:00,10.0.0.1,Tablet,USA,1,68,Dashboard,0
1050,2025-01-09 12:00:00,2025-01-09 13:00:00,10.0.0.1,Desktop,Germany,1,42,Admin,0
1043,2025-01-09 13:00:00,2025-01-09 14:00:00,10.0.0.1,Mobile,India,4,92,Settings,0
1023,2025-01-09 14:00:00,2025-01-09 15:00:00,10.0.0.1,Desktop,Germany,1,91,Dashboard,1
1078,2025-01-09 15:00:00,2025-01-09 16:00:00,172.16.0.1,Tablet,India,3,26,Settings,0
1058,2025-01-09 16:00:00,2025-01-09 17:00:00,172.16.0.1,Mobile,Germany,0,6,Admin,0
1031,2025-01-09 17:00:00,2025-01-09 18:00:00,10.0.0.1,Tablet,India,2,35,Dashboard,0
1095,2025-01-09 18:00:00,2025-01-09 19:00:00,10.0.0.1,Mobile,India,0,15,Settings,0
1087,2025-01-09 19:00:00,2025-01-09 20:00:00,172.16.0.1,Desktop,USA,2,96,Admin,0
1051,2025-01-09 20:00:00,2025-01-09 21:00:00,10.0.0.1,Tablet,India,3,50,Admin,0
1061,2025-01-09 21:00:00,2025-01-09 22:00:00,192.168.1.1,Tablet,USA,1,100,Files,0
1057,2025-01-09 22:00:00,2025-01-09 23:00:00,10.0.0.1,Mobile,USA,4,66,Admin,0
1051,2025-01-09 23:00:00,2025-01-10 00:00:00,10.0.0.1,Tablet,USA,3,73,Settings,0
1011,2025-01-10 00:00:00,2025-01-10 01:00:00,192.168.1.1,Mobile,Germany,0,68,Dashboard,0
1038,2025-01-10 01:00:00,2025-01-10 02:00:00,192.168.1.1,Mobile,Germany,4,106,Files,0
1001,2025-01-10 02:00:00,2025-01-10 03:00:00,172.16.0.1,Mobile,Germany,1,14,Admin,0
1002,2025-01-10 03:00:00,2025-01-10 04:00:00,172.16.0.1,Mobile,Germany,3,44,Admin,0
1055,2025-01-10 04:00:00,2025-01-10 05:00:00,192.168.1.1,Desktop,India,4,114,Admin,0
1080,2025-01-10 05:00:00,2025-01-10 06:00:00,192.168.1.1,Mobile,India,3,28,Settings,0
1058,2025-01-10 06:00:00,2025-01-10 07:00:00,172.16.0.1,Tablet,Germany,3,103,Files,0
1001,2025-01-10 07:00:00,2025-01-10 08:00:00,10.0.0.1,Desktop,India,1,48,Settings,0
1001,2025-01-10 08:00:00,2025-01-10 09:00:00,192.168.1.1,Tablet,India,2,116,Files,1
1091,2025-01-10 09:00:00,2025-01-10 10:00:00,172.16.0.1,Desktop,USA,4,64,Dashboard,0
1053,2025-01-10 10:00:00,2025-01-10 11:00:00,10.0.0.1,Mobile,USA,1,66,Settings,0
1086,2025-01-10 11:00:00,2025-01-10 12:00:00,192.168.1.1,Desktop,USA,3,91,Settings,0
1095,2025-01-10 12:00:00,2025-01-10 13:00:00,10.0.0.1,Desktop,USA,1,21,Dashboard,0
1096,2025-01-10 13:00:00,2025-01-10 14:00:00,172.16.0.1,Tablet,India,2,69,Files,0
1000,2025-01-10 14:00:00,2025-01-10 15:00:00,192.168.1.1,Tablet,Germany,4,99,Admin,0
1018,2025-01-10 15:00:00,2025-01-10 16:00:00,10.0.0.1,Mobile,India,2,99,Dashboard,0
1001,2025-01-10 16:00:00,2025-01-10 17:00:00,192.168.1.1,Desktop,India,0,110,Admin,0
1052,2025-01-10 17:00:00,2025-01-10 18:00:00,10.0.0.1,Desktop,India,4,61,Admin,0
1043,2025-01-10 18:00:00,2025-01-10 19:00:00,172.16.0.1,Desktop,USA,2,59,Dashboard,0
1089,2025-01-10 19:00:00,2025-01-10 20:00:00,172.16.0.1,Mobile,USA,3,110,Files,0
1031,2025-01-10 20:00:00,2025-01-10 21:00:00,192.168.1.1,Mobile,USA,4,57,Admin,0
1069,2025-01-10 21:00:00,2025-01-10 22:00:00,10.0.0.1,Mobile,Germany,4,60,Dashboard,0
1031,2025-01-10 22:00:00,2025-01-10 23:00:00,192.168.1.1,Mobile,India,1,102,Settings,0
1067,2025-01-10 23:00:00,2025-01-11 00:00:00,192.168.1.1,Mobile,Germany,3,13,Settings,0
1054,2025-01-11 00:00:00,2025-01-11 01:00:00,10.0.0.1,Tablet,USA,0,26,Settings,0
1074,2025-01-11 01:00:00,2025-01-11 02:00:00,10.0.0.1,Desktop,Germany,2,17,Dashboard,0
1055,2025-01-11 02:00:00,2025-01-11 03:00:00,10.0.0.1,Desktop,India,1,93,Settings,0
1016,2025-01-11 03:00:00,2025-01-11 04:00:00,172.16.0.1,Desktop,India,2,52,Admin,0
1037,2025-01-11 04:00:00,2025-01-11 05:00:00,192.168.1.1,Desktop,USA,0,22,Settings,0
1023,2025-01-11 05:00:00,2025-01-11 06:00:00,192.168.1.1,Desktop,USA,0,119,Settings,0
1068,2025-01-11 06:00:00,2025-01-11 07:00:00,172.16.0.1,Desktop,Germany,4,80,Admin,0
1097,2025-01-11 07:00:00,2025-01-11 08:00:00,10.0.0.1,Desktop,USA,0,44,Settings,0
1069,2025-01-11 08:00:00,2025-01-11 09:00:00,172.16.0.1,Desktop,USA,2,21,Admin,0
1085,2025-01-11 09:00:00,2025-01-11 10:00:00,172.16.0.1,Tablet,India,3,19,Settings,0
1010,2025-01-11 10:00:00,2025-01-11 11:00:00,172.16.0.1,Desktop,USA,3,110,Admin,1
